old_genotype,genotype,population,ancestry,plant_number,rep_number,planting_date,DAP,leaf_number,plant_width,longest_leaf_length,bolting_date,days_to_bolting,round,location,plants_remove,rel_DAP
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,28,10,7.5,3.6,10/16/24,63,3,MI,63,0.2978723404255319
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,30,10,12.2,6.5,10/16/24,63,3,MI,63,0.3191489361702128
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,33,11,15.6,7.4,10/16/24,63,3,MI,63,0.35106382978723405
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,35,13,17.3,8.5,10/16/24,63,3,MI,63,0.3723404255319149
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,44,14,22.6,8.5,10/16/24,63,3,MI,63,0.46808510638297873
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,46,16,24,12.6,10/16/24,63,3,MI,63,0.48936170212765956
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,48,17,24.5,12.7,10/16/24,63,3,MI,63,0.5106382978723404
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,50,19,25,12.8,10/16/24,63,3,MI,63,0.5319148936170213
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,53,21,25,12.8,10/16/24,63,3,MI,63,0.5638297872340425
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,56,25,25.7,12.8,10/16/24,63,3,MI,63,0.5957446808510638
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,61,33,25.2,12.3,10/16/24,63,3,MI,63,0.64893617
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,63,0,0,0,10/16/24,63,3,MI,63,0.6702127659574468
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,70,0,0,0,10/16/24,63,3,MI,63,0.7446808510638298
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,73,0,0,0,10/16/24,63,3,MI,63,0.776595745
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,75,0,0,0,10/16/24,63,3,MI,63,0.7978723404255319
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,77,0,0,0,10/16/24,63,3,MI,63,0.8191489361702128
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,81,0,0,0,10/16/24,63,3,MI,63,0.8617021276595744
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,84,0,0,0,10/16/24,63,3,MI,63,0.8936170212765957
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,87,0,0,0,10/16/24,63,3,MI,63,0.925531915
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,89,0,0,0,10/16/24,63,3,MI,63,0.9468085106382979
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,91,0,0,0,10/16/24,63,3,MI,63,0.9680851063829787
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,3.1,8/14/24,94,0,0,0,10/16/24,63,3,MI,63,1
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,21,1,0,0,11/1/24,79,3,MI,79,0.22340425531914893
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,23,1,0,0,11/1/24,79,3,MI,79,0.24468085106382978
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,26,2,0,0,11/1/24,79,3,MI,79,0.2765957446808511
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,28,4,0,0,11/1/24,79,3,MI,79,0.2978723404255319
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,30,5,1.1,0.5,11/1/24,79,3,MI,79,0.3191489361702128
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,33,6,1.7,0.9,11/1/24,79,3,MI,79,0.35106382978723405
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,35,7,2.3,1.2,11/1/24,79,3,MI,79,0.3723404255319149
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,44,10,8.4,4.7,11/1/24,79,3,MI,79,0.46808510638297873
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,46,10,10.5,6.1,11/1/24,79,3,MI,79,0.48936170212765956
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,48,10,12.3,6.5,11/1/24,79,3,MI,79,0.5106382978723404
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,50,10,12.5,6.9,11/1/24,79,3,MI,79,0.5319148936170213
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,53,8,12.8,6.9,11/1/24,79,3,MI,79,0.5638297872340425
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,56,7,9.1,5.7,11/1/24,79,3,MI,79,0.5957446808510638
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,61,9,7.3,4.2,11/1/24,79,3,MI,79,0.64893617
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,63,10,8,4.2,11/1/24,79,3,MI,79,0.6702127659574468
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,70,17,8.5,4.2,11/1/24,79,3,MI,79,0.7446808510638298
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,73,17,9.8,5.4,11/1/24,79,3,MI,79,0.776595745
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,75,18,13.4,7,11/1/24,79,3,MI,79,0.7978723404255319
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,77,19,15.5,8.3,11/1/24,79,3,MI,79,0.8191489361702128
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,81,0,0,0,11/1/24,79,3,MI,79,0.8617021276595744
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,84,0,0,0,11/1/24,79,3,MI,79,0.8936170212765957
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,87,0,0,0,11/1/24,79,3,MI,79,0.925531915
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,89,0,0,0,11/1/24,79,3,MI,79,0.9468085106382979
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,91,0,0,0,11/1/24,79,3,MI,79,0.9680851063829787
Cherrybendd2,MI_41,cheerybend,northern_eurasian,2,3.2,8/14/24,94,0,0,0,11/1/24,79,3,MI,79,1
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,5,0,0,0,10/16/24,63,3,MI,63,0.053191489
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,7,0,0,0,10/16/24,63,3,MI,63,0.074468085
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,9,0,0,0,10/16/24,63,3,MI,63,0.095744681
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,12,0,0,0,10/16/24,63,3,MI,63,0.1276595744680851
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,14,0,0,0,10/16/24,63,3,MI,63,0.14893617021276595
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,16,0,0,0,10/16/24,63,3,MI,63,0.1702127659574468
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,21,6,1.4,1,10/16/24,63,3,MI,63,0.22340425531914893
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,23,8,2.8,1.8,10/16/24,63,3,MI,63,0.24468085106382978
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,26,8,5.6,3,10/16/24,63,3,MI,63,0.2765957446808511
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,28,11,6.1,3,10/16/24,63,3,MI,63,0.2978723404255319
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,30,11,9.5,5.1,10/16/24,63,3,MI,63,0.3191489361702128
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,33,12,13.7,7.2,10/16/24,63,3,MI,63,0.35106382978723405
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,35,13,15.7,8.3,10/16/24,63,3,MI,63,0.3723404255319149
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,44,15,21.9,10.7,10/16/24,63,3,MI,63,0.46808510638297873
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,46,15,24.3,12.5,10/16/24,63,3,MI,63,0.48936170212765956
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,48,17,26.9,13.8,10/16/24,63,3,MI,63,0.5106382978723404
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,50,18,26.9,13.8,10/16/24,63,3,MI,63,0.5319148936170213
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,53,19,27.2,13.8,10/16/24,63,3,MI,63,0.5638297872340425
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,56,24,27.2,13.8,10/16/24,63,3,MI,63,0.5957446808510638
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,61,27,25.5,13.2,10/16/24,63,3,MI,63,0.64893617
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,63,0,0,0,10/16/24,63,3,MI,63,0.6702127659574468
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,70,0,0,0,10/16/24,63,3,MI,63,0.7446808510638298
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,73,0,0,0,10/16/24,63,3,MI,63,0.776595745
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,75,0,0,0,10/16/24,63,3,MI,63,0.7978723404255319
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,77,0,0,0,10/16/24,63,3,MI,63,0.8191489361702128
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,81,0,0,0,10/16/24,63,3,MI,63,0.8617021276595744
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,84,0,0,0,10/16/24,63,3,MI,63,0.8936170212765957
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,87,0,0,0,10/16/24,63,3,MI,63,0.925531915
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,89,0,0,0,10/16/24,63,3,MI,63,0.9468085106382979
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,91,0,0,0,10/16/24,63,3,MI,63,0.9680851063829787
Cherrybendd2,MI_41,cheerybend,northern_eurasian,1,4,8/14/24,94,0,0,0,10/16/24,63,3,MI,63,1
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4,8/14/24,5,0,0,0,10/2/24,49,3,MI,49,0.053191489
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4,8/14/24,7,0,0,0,10/2/24,49,3,MI,49,0.074468085
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4,8/14/24,9,0,0,0,10/2/24,49,3,MI,49,0.095744681
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,12,4,0,0,10/2/24,49,3,MI,49,0.1276595744680851
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,14,4,1,0.5,10/2/24,49,3,MI,49,0.14893617021276595
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,16,6,1.5,0.8,10/2/24,49,3,MI,49,0.1702127659574468
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,21,8,3,1.8,10/2/24,49,3,MI,49,0.22340425531914893
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,23,9,4.2,2.5,10/2/24,49,3,MI,49,0.24468085106382978
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,26,10,7.5,4.1,10/2/24,49,3,MI,49,0.2765957446808511
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,28,13,8.3,4.1,10/2/24,49,3,MI,49,0.2978723404255319
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,30,13,11.4,6.2,10/2/24,49,3,MI,49,0.3191489361702128
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,33,13,13.7,7.5,10/2/24,49,3,MI,49,0.35106382978723405
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,35,16,14.1,7.5,10/2/24,49,3,MI,49,0.3723404255319149
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,44,16,16.9,9.3,10/2/24,49,3,MI,49,0.46808510638297873
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,46,16,17.5,9.3,10/2/24,49,3,MI,49,0.48936170212765956
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,48,20,18.4,9.6,10/2/24,49,3,MI,49,0.5106382978723404
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,50,0,0,0,10/2/24,49,3,MI,49,0.5319148936170213
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,53,0,0,0,10/2/24,49,3,MI,49,0.5638297872340425
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,56,0,0,0,10/2/24,49,3,MI,49,0.5957446808510638
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,61,0,0,0,10/2/24,49,3,MI,49,0.64893617
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,63,0,0,0,10/2/24,49,3,MI,49,0.6702127659574468
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,70,0,0,0,10/2/24,49,3,MI,49,0.7446808510638298
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,73,0,0,0,10/2/24,49,3,MI,49,0.776595745
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,75,0,0,0,10/2/24,49,3,MI,49,0.7978723404255319
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,77,0,0,0,10/2/24,49,3,MI,49,0.8191489361702128
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,81,0,0,0,10/2/24,49,3,MI,49,0.8617021276595744
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,84,0,0,0,10/2/24,49,3,MI,49,0.8936170212765957
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,87,0,0,0,10/2/24,49,3,MI,49,0.925531915
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,89,0,0,0,10/2/24,49,3,MI,49,0.9468085106382979
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,91,0,0,0,10/2/24,49,3,MI,49,0.9680851063829787
Cherrybendd36,MI_33,cheerybend,northern_eurasian,1,4.1,8/14/24,94,0,0,0,10/2/24,49,3,MI,49,1
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,12,2,0,0,10/11/24,58,3,MI,58,0.1276595744680851
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,14,4,0,0,10/11/24,58,3,MI,58,0.14893617021276595
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,16,6,0.7,0.4,10/11/24,58,3,MI,58,0.1702127659574468
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,21,8,2,1,10/11/24,58,3,MI,58,0.22340425531914893
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,23,9,2.8,1.6,10/11/24,58,3,MI,58,0.24468085106382978
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,26,9,4.2,3.1,10/11/24,58,3,MI,58,0.2765957446808511
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,28,10,6.3,3.1,10/11/24,58,3,MI,58,0.2978723404255319
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,30,10,8.5,5.2,10/11/24,58,3,MI,58,0.3191489361702128
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,33,13,10.5,6.5,10/11/24,58,3,MI,58,0.35106382978723405
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,35,13,11.5,6.6,10/11/24,58,3,MI,58,0.3723404255319149
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,44,13,14,7.5,10/11/24,58,3,MI,58,0.46808510638297873
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,46,13,14,7.5,10/11/24,58,3,MI,58,0.48936170212765956
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,48,17,15.6,8.6,10/11/24,58,3,MI,58,0.5106382978723404
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,50,19,16,8.6,10/11/24,58,3,MI,58,0.5319148936170213
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,53,21,16,7.8,10/11/24,58,3,MI,58,0.5638297872340425
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,56,22,16.1,8.2,10/11/24,58,3,MI,58,0.5957446808510638
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,61,0,0,0,10/11/24,58,3,MI,58,0.64893617
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,63,0,0,0,10/11/24,58,3,MI,58,0.6702127659574468
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,70,0,0,0,10/11/24,58,3,MI,58,0.7446808510638298
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,73,0,0,0,10/11/24,58,3,MI,58,0.776595745
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,75,0,0,0,10/11/24,58,3,MI,58,0.7978723404255319
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,77,0,0,0,10/11/24,58,3,MI,58,0.8191489361702128
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,81,0,0,0,10/11/24,58,3,MI,58,0.8617021276595744
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,84,0,0,0,10/11/24,58,3,MI,58,0.8936170212765957
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,87,0,0,0,10/11/24,58,3,MI,58,0.925531915
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,89,0,0,0,10/11/24,58,3,MI,58,0.9468085106382979
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,91,0,0,0,10/11/24,58,3,MI,58,0.9680851063829787
Cherrybendd36,MI_33,cheerybend,northern_eurasian,2,4.2,8/14/24,94,0,0,0,10/11/24,58,3,MI,58,1
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,5,0,0,0,11/18/24,96,3,MI,96,0.053191489
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,7,0,0,0,11/18/24,96,3,MI,96,0.074468085
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,9,0,0,0,11/18/24,96,3,MI,96,0.095744681
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,12,0,0,0,11/18/24,96,3,MI,96,0.1276595744680851
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,14,2,0,0,11/18/24,96,3,MI,96,0.14893617021276595
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,16,2,1,0.5,11/18/24,96,3,MI,96,0.1702127659574468
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,21,5,2.5,0.5,11/18/24,96,3,MI,96,0.22340425531914893
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,23,6,3.7,1.9,11/18/24,96,3,MI,96,0.24468085106382978
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,26,7,4,2.4,11/18/24,96,3,MI,96,0.2765957446808511
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,28,8,4.4,2.4,11/18/24,96,3,MI,96,0.2978723404255319
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,30,8,6.3,3.6,11/18/24,96,3,MI,96,0.3191489361702128
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,33,9,8.2,4,11/18/24,96,3,MI,96,0.35106382978723405
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,35,10,10.2,5.6,11/18/24,96,3,MI,96,0.3723404255319149
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,44,13,17.1,8.9,11/18/24,96,3,MI,96,0.46808510638297873
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,46,15,17.5,10,11/18/24,96,3,MI,96,0.48936170212765956
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,48,17,18,10.6,11/18/24,96,3,MI,96,0.5106382978723404
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,50,17,19,11,11/18/24,96,3,MI,96,0.5319148936170213
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,53,18,19,11,11/18/24,96,3,MI,96,0.5638297872340425
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,56,20,19.2,11,11/18/24,96,3,MI,96,0.5957446808510638
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,61,20,19.2,11,11/18/24,96,3,MI,96,0.64893617
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,63,20,19.3,11,11/18/24,96,3,MI,96,0.6702127659574468
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,70,20,19.3,11,11/18/24,96,3,MI,96,0.7446808510638298
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,73,20,19.3,11,11/18/24,96,3,MI,96,0.776595745
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,75,20,19.3,11,11/18/24,96,3,MI,96,0.7978723404255319
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,77,20,19.3,11,11/18/24,96,3,MI,96,0.8191489361702128
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,81,0,0,0,11/18/24,96,3,MI,96,0.8617021276595744
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,84,0,0,0,11/18/24,96,3,MI,96,0.8936170212765957
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,87,0,0,0,11/18/24,96,3,MI,96,0.925531915
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,89,0,0,0,11/18/24,96,3,MI,96,0.9468085106382979
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,91,0,0,0,11/18/24,96,3,MI,96,0.9680851063829787
Fernwood34,MI_47,Fernwood,northern_eurasian,1,1,8/14/24,94,0,0,0,11/18/24,96,3,MI,96,1
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,5,0,0,0,10/25/24,72,3,MI,72,0.053191489
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,7,0,0,0,10/25/24,72,3,MI,72,0.074468085
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,9,0,0,0,10/25/24,72,3,MI,72,0.095744681
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,12,0,0,0,10/25/24,72,3,MI,72,0.1276595744680851
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,14,0,0,0,10/25/24,72,3,MI,72,0.14893617021276595
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,16,0,0,0,10/25/24,72,3,MI,72,0.1702127659574468
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,21,2,0,0,10/25/24,72,3,MI,72,0.22340425531914893
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,23,4,1,0.5,10/25/24,72,3,MI,72,0.24468085106382978
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,26,5,2,1.3,10/25/24,72,3,MI,72,0.2765957446808511
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,28,6,2.8,1.3,10/25/24,72,3,MI,72,0.2978723404255319
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,30,7,4,2.9,10/25/24,72,3,MI,72,0.3191489361702128
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,33,8,6.8,4.2,10/25/24,72,3,MI,72,0.35106382978723405
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,35,10,9.1,5.9,10/25/24,72,3,MI,72,0.3723404255319149
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,44,12,20.9,11.6,10/25/24,72,3,MI,72,0.46808510638297873
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,46,14,23.5,12.8,10/25/24,72,3,MI,72,0.48936170212765956
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,48,14,23.5,12.8,10/25/24,72,3,MI,72,0.5106382978723404
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,50,15,23.5,13,10/25/24,72,3,MI,72,0.5319148936170213
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,53,17,23.9,13,10/25/24,72,3,MI,72,0.5638297872340425
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,56,19,23.9,13,10/25/24,72,3,MI,72,0.5957446808510638
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,61,23,23.9,12.1,10/25/24,72,3,MI,72,0.64893617
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,63,25,23.9,12.1,10/25/24,72,3,MI,72,0.6702127659574468
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,70,30,20,10.5,10/25/24,72,3,MI,72,0.7446808510638298
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,73,0,0,0,10/25/24,72,3,MI,72,0.776595745
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,75,0,0,0,10/25/24,72,3,MI,72,0.7978723404255319
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,77,0,0,0,10/25/24,72,3,MI,72,0.8191489361702128
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,81,0,0,0,10/25/24,72,3,MI,72,0.8617021276595744
Horton28,MI_50,Horton,northern_eurasian,1,2.1,8/14/24,84,0,0,0,10/25/24,72,3,MI,72,0.8936170212765957
